itemCollection_Weapons_uncommon,,,
Weapon_Autocannon_UAC2_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC2_1-Imperator,Weapon,1,4
Weapon_Autocannon_UAC5_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC5_1-Mydron,Weapon,1,4
Weapon_Autocannon_UAC10_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC10_1-Federated,Weapon,1,4
Weapon_Autocannon_UAC20_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC20_1-Kali_Yama,Weapon,1,4
Weapon_Autocannon_LB2X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB2X_1-Defiance,Weapon,1,5
Weapon_Autocannon_LB5X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB5X_1-GM,Weapon,1,5
Weapon_Autocannon_LB10X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB10X_1-Western,Weapon,1,5
Weapon_Autocannon_LB20X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB20X_1-Shengli_Arms,Weapon,1,5
Weapon_Autocannon_HeavyRifle,Weapon,1,6
Weapon_Autocannon_MediumRifle,Weapon,1,6
Weapon_Autocannon_LightRifle,Weapon,1,6
Weapon_MRM_MRM10,Weapon,1,5
Weapon_MRM_MRM20,Weapon,1,5
Weapon_MRM_MRM30,Weapon,1,5
Weapon_MRM_MRM40,Weapon,1,5
Weapon_LRM_Thunderbolt5,Weapon,1,5
Weapon_LRM_Thunderbolt10,Weapon,1,5
Weapon_LRM_Thunderbolt15,Weapon,1,4
Weapon_LRM_Thunderbolt20,Weapon,1,4
Weapon_Mortar4,Weapon,1,3
Weapon_Mortar6,Weapon,1,3
Weapon_Mortar8,Weapon,1,3
Weapon_Autocannon_LONGTOM,Weapon,1,1
Weapon_Autocannon_SNIPER,Weapon,1,1
Weapon_Autocannon_THUMPER,Weapon,1,1
Weapon_Gauss_Gauss_1-M7,Weapon,1,3
Weapon_Gauss_Gauss_2-M9,Weapon,1,2
