GN_UAC,,,
Weapon_Autocannon_UAC2_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC2_1-Imperator,Weapon,1,4
Weapon_Autocannon_UAC2_2-Imperator,Weapon,1,3
Weapon_Autocannon_UAC5_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC5_1-Mydron,Weapon,1,4
Weapon_Autocannon_UAC5_2-Mydron,Weapon,1,3
Weapon_Autocannon_UAC10_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC10_1-Federated,Weapon,1,4
Weapon_Autocannon_UAC10_2-Federated,Weapon,1,3
Weapon_Autocannon_UAC20_0-STOCK,Weapon,1,5
Weapon_Autocannon_UAC20_1-Kali_Yama,Weapon,1,4
Weapon_Autocannon_UAC20_2-Kali_Yama,Weapon,1,3
