itemCollection_Vehicle,,,
vehicledef_AMMOTRANSPORT,Mech,1,5
vehicledef_ARES_MEDIUM_TANK,Mech,1,5
vehicledef_ASSHUR_ARTILLERY_SPOTTER,Mech,1,5
vehicledef_ASSHUR_FAST_RECONNAISSANCE_VEHICLE,Mech,1,5
vehicledef_ATHENA_COMBAT_VEHICLE,Mech,1,5
vehicledef_BADGER_C_TRACKED_TRANSPORT_A,Mech,1,5
vehicledef_BADGER_C_TRACKED_TRANSPORT_B,Mech,1,5
vehicledef_BADGER_C_TRACKED_TRANSPORT_C,Mech,1,5
vehicledef_BADGER_C_TRACKED_TRANSPORT_D,Mech,1,5
vehicledef_BADGER_C_TRACKED_TRANSPORT_PRIME,Mech,1,5
vehicledef_BANDIT_C_HOVERCRAFT_A,Mech,1,5
vehicledef_BANDIT_C_HOVERCRAFT_B,Mech,1,5
vehicledef_BANDIT_C_HOVERCRAFT_C,Mech,1,5
vehicledef_BANDIT_C_HOVERCRAFT_D,Mech,1,5
vehicledef_BANDIT_C_HOVERCRAFT_PRIME,Mech,1,5
vehicledef_CARRIER_LRM,Mech,1,5
vehicledef_CARRIER_SRM,Mech,1,5
vehicledef_DEMOLISHER,Mech,1,5
vehicledef_DEMOLISHER_HEAVY_TANK_CLAN,Mech,1,5
vehicledef_EPONA_PURSUIT_TANK_A,Mech,1,10
vehicledef_EPONA_PURSUIT_TANK_B,Mech,1,5
vehicledef_EPONA_PURSUIT_TANK_C,Mech,1,5
vehicledef_EPONA_PURSUIT_TANK_PRIME,Mech,1,5
vehicledef_GALLEON,Mech,1,5
vehicledef_HUITZILOPOCHTLI_ASSAULT_TANK_HUEY,Mech,1,5
vehicledef_INDRA_INFANTRY_TRANSPORT,Mech,1,5
vehicledef_ISHTAR_HEAVY_FIRE_SUPPORT_TANK,Mech,1,5
vehicledef_ISHTAR_HEAVY_FIRE_SUPPORT_TANK_ORIGINAL,Mech,1,5
vehicledef_KOKOU_DEFENSE_TANK,Mech,1,5
vehicledef_KOKOU_DEFENSE_TANK_XL,Mech,1,5
vehicledef_KU_WHEELED_ASSAULT_TANK,Mech,1,5
vehicledef_MARS_ASSAULT_VEHICLE,Mech,1,5
vehicledef_MAXIM_HEAVY_HOVER_TRANSPORT_CLAN,Mech,1,5
vehicledef_MITHRAS_LIGHT_TANK,Mech,1,5
vehicledef_MOBILEHQ,Mech,1,5
vehicledef_MOBILEHQ_ARMORED,Mech,1,5
vehicledef_ODIN_SCOUT_TANK,Mech,1,5
vehicledef_ORO_HEAVY_TANK,Mech,1,10
vehicledef_PIKE_SUPPORT_VEHICLE_CLAN,Mech,1,5
vehicledef_SALADIN_ASSAULT_HOVER_TANK_CLAN_CARGO,Mech,1,5
vehicledef_SCHREK,Mech,1,5
vehicledef_SCORPION,Mech,1,5
vehicledef_SCORPION_LIGHT_TANK_C,Mech,1,5
vehicledef_SHAMASH_RECONNAISSANCE_VEHICLE,Mech,1,5
vehicledef_ZORYA_LIGHT_TANK,Mech,1,5
vehicledef_ZORYA_LIGHT_TANK_AMMO,Mech,1,5
