itemCollection_Vehicles_InnerSphere_A,,,
vehicledef_SVANTOVIT_INFANTRY_FIGHTING_VEHICLE,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_DAVION_HM,Mech,1,1
vehicledef_STRIKER_LIGHT_TANK_LRM,Mech,1,1
vehicledef_CHEVALIER_LIGHT_TANK_BAP,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN_AC10,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_C,Mech,1,1
vehicledef_MAXIM_HEAVY_HOVER_TRANSPORT_SRM4,Mech,1,1
vehicledef_ZORYA_LIGHT_TANK,Mech,1,1
vehicledef_STRIKER_LIGHT_TANK_SRM,Mech,1,1
vehicledef_HARASSER_MISSILE_PLATFORM_FLAMER,Mech,1,1
vehicledef_HARASSER_MISSILE_PLATFORM_MINIPEGGY,Mech,1,1
vehicledef_HARASSER_LASER_PLATFORM,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_A,Mech,1,1
vehicledef_HUNTER_LIGHT_SUPPORT_TANK_LRM15,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_B,Mech,1,1
vehicledef_HUNTER_LIGHT_SUPPORT_TANK_AMMO,Mech,1,1
vehicledef_PEGASUS_SCOUT_HOVER_TANK_UNARMED,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_D,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_B,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN_LASER,Mech,1,1
vehicledef_SVANTOVIT_INFANTRY_FIGHTING_VEHICLE_ORIGINAL,Mech,1,1
vehicledef_KU_WHEELED_ASSAULT_TANK,Mech,1,1
vehicledef_PEGASUS_SCOUT_HOVER_TANK_MISSILE,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_FLAMER,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_F,Mech,1,1
vehicledef_PLAINSMAN_MEDIUM_HOVERTANK,Mech,1,1
vehicledef_GALLEON_LIGHT_TANK_GAL102,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN,Mech,1,1
vehicledef_STRIKER_LIGHT_TANK,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_PRIME,Mech,1,1
vehicledef_SALADIN_ASSAULT_HOVER_TANK_ARMOR,Mech,1,1
vehicledef_STRIKER,Mech,1,1
vehicledef_MOBILEHQ_ARMORED,Mech,1,1
vehicledef_SKULKER_WHEELED_SCOUT_TANK_SRM,Mech,1,1
vehicledef_ASSHUR_FAST_RECONNAISSANCE_VEHICLE,Mech,1,1
vehicledef_MAXIM_HEAVY_HOVER_TRANSPORT_SRM2,Mech,1,1
vehicledef_SCORPION_LIGHT_TANK_ML,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_PRIME,Mech,1,1
vehicledef_SCIMITAR_MEDIUM_HOVER_TANK,Mech,1,1
vehicledef_SLEIPNIR_APC_TANK_SRM,Mech,1,1
vehicledef_GALLEON_LIGHT_TANK_GAL200,Mech,1,1
vehicledef_SWIFTWIND,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_DAVION,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_LIAO,Mech,1,1
vehicledef_ASSHUR_ARTILLERY_SPOTTER,Mech,1,1
vehicledef_VEDETTE_MEDIUM_TANK_AC10,Mech,1,1
vehicledef_DRILLSON_HEAVY_HOVER_TANK_SRM,Mech,1,1
