itemCollection_faction_ComStar,,,
vehicledef_ARES_MEDIUM_TANK,Mech,1,1
vehicledef_ASSHUR_ARTILLERY_SPOTTER,Mech,1,1
vehicledef_ASSHUR_FAST_RECONNAISSANCE_VEHICLE,Mech,1,1
vehicledef_ATHENA_COMBAT_VEHICLE,Mech,1,1
vehicledef_AXEL_HEAVY_TANK_MK_1,Mech,1,1
vehicledef_AXEL_HEAVY_TANK_MK_2,Mech,1,1
vehicledef_BADGER_C_TRACKED_TRANSPORT_A,Mech,1,1
vehicledef_BADGER_C_TRACKED_TRANSPORT_B,Mech,1,1
vehicledef_BADGER_C_TRACKED_TRANSPORT_C,Mech,1,1
vehicledef_BADGER_C_TRACKED_TRANSPORT_D,Mech,1,1
vehicledef_BADGER_C_TRACKED_TRANSPORT_PRIME,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_A,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_B,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_C,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_D,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_E,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_F,Mech,1,1
vehicledef_BADGER_TRACKED_TRANSPORT_PRIME,Mech,1,1
vehicledef_BANDIT_C_HOVERCRAFT_A,Mech,1,1
vehicledef_BANDIT_C_HOVERCRAFT_B,Mech,1,1
vehicledef_BANDIT_C_HOVERCRAFT_C,Mech,1,1
vehicledef_BANDIT_C_HOVERCRAFT_D,Mech,1,1
vehicledef_BANDIT_C_HOVERCRAFT_PRIME,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_A,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_B,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_C,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_D,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_E,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_F,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_G,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_H,Mech,1,1
vehicledef_BANDIT_HOVERCRAFT_PRIME,Mech,1,1
vehicledef_BEHEMOTH_HEAVY_TANK,Mech,1,1
vehicledef_BEHEMOTH_HEAVY_TANK_ARMOR,Mech,1,1
vehicledef_BEHEMOTH_HEAVY_TANK_FLAMER,Mech,1,1
vehicledef_BEHEMOTH_HEAVY_TANK_REFIT,Mech,1,1
vehicledef_BLIZZARD_HOVER_TRANSPORT,Mech,1,1
vehicledef_BRUTUS_ASSAULT_TANK,Mech,1,1
vehicledef_BRUTUS_ASSAULT_TANK_LRM,Mech,1,1
vehicledef_BRUTUS_ASSAULT_TANK_PPC,Mech,1,1
vehicledef_BRUTUS_ASSAULT_TANK_PPC_2,Mech,1,1
vehicledef_CENTIPEDE_SCOUT_CAR,Mech,1,1
vehicledef_CHALLENGER_MBT_X,Mech,1,1
vehicledef_CHEVALIER_LIGHT_TANK_BAP,Mech,1,1
vehicledef_CHEVALIER_LIGHT_TANK_SPEED,Mech,1,1
vehicledef_COMMAND_VAN_ICE,Mech,1,1
vehicledef_COMMAND_VAN_QVEHICLE,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_DAVION,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_DAVION_HM,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_FISSION,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_FLAMER,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_FUSION,Mech,1,1
vehicledef_CONDOR_HEAVY_HOVER_TANK_LIAO,Mech,1,1
vehicledef_DEMOLISHER_HEAVY_TANK_CLAN,Mech,1,1
vehicledef_DEMOLISHER_HEAVY_TANK_GAUSS,Mech,1,1
vehicledef_DEMOLISHER_HEAVY_TANK_MRM,Mech,1,1
vehicledef_DEMOLISHER_II_HEAVY_TANK,Mech,1,1
vehicledef_DESERT_SCORPION_LIGHT_TANK,Mech,1,1
vehicledef_DEVASTATOR_HEAVY_TANK,Mech,1,1
vehicledef_DRILLSON_HEAVY_HOVER_TANK,Mech,1,1
vehicledef_DRILLSON_HEAVY_HOVER_TANK_ERLL,Mech,1,1
vehicledef_DRILLSON_HEAVY_HOVER_TANK_SRM,Mech,1,1
vehicledef_DRILLSON_HEAVY_HOVER_TANK_STREAK,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_A,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_B,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_C,Mech,1,1
vehicledef_EPONA_PURSUIT_TANK_PRIME,Mech,1,1
vehicledef_FALCON_HOVER_TANK,Mech,1,1
vehicledef_FULCRUM_HEAVY_HOVERTANK,Mech,1,1
vehicledef_GALLEON_LIGHT_TANK_GAL102,Mech,1,1
vehicledef_GALLEON_LIGHT_TANK_GAL200,Mech,1,1
vehicledef_GLADIUS_MEDIUM_HOVERTANK,Mech,1,1
vehicledef_GOBLIN_INFANTRY_SUPPORT_VEHICLE,Mech,1,1
vehicledef_HARASSER_LASER_PLATFORM,Mech,1,1
vehicledef_HARASSER_MISSILE_PLATFORM_FLAMER,Mech,1,1
vehicledef_HARASSER_MISSILE_PLATFORM_MINIPEGGY,Mech,1,1
vehicledef_HEAVY_LRM_CARRIER,Mech,1,1
vehicledef_HEAVY_WEAPONS_CARRIER_PPC,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN_AC10,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN_LASER,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN_LRM,Mech,1,1
vehicledef_HETZER_WHEELED_ASSAULT_GUN_SCOUT,Mech,1,1
