GN_Lasers,,,
Weapon_Laser_LargeLaser_2-Intek,Weapon,1,1
Weapon_Laser_LargeLaser_2-Magna,Weapon,1,1
Weapon_Laser_MediumLaser_0-STOCK,Weapon,1,1
Weapon_Laser_MediumLaser_1-ExoStar,Weapon,1,1
Weapon_Laser_MediumLaser_1-Intek,Weapon,1,1
Weapon_Laser_MediumLaser_1-Magna,Weapon,1,1
Weapon_Laser_MediumLaser_2-Diverse_Optics,Weapon,1,1
Weapon_Laser_MediumLaser_2-ExoStar,Weapon,1,1
Weapon_Laser_MediumLaser_2-Intek,Weapon,1,1
Weapon_Laser_MediumLaser_2-Magna,Weapon,1,1
Weapon_Laser_MediumLaser_3-Diverse_Optics,Weapon,1,1
Weapon_Laser_SmallLaser_0-STOCK,Weapon,1,1
Weapon_Laser_SmallLaser_1-Diverse_Optics,Weapon,1,1
Weapon_Laser_SmallLaser_1-ExoStar,Weapon,1,1
Weapon_Laser_SmallLaser_1-Magna,Weapon,1,1
Weapon_Laser_SmallLaser_2-Diverse_Optics,Weapon,1,1
Weapon_Laser_SmallLaser_2-ExoStar,Weapon,1,1
Weapon_Laser_SmallLaser_2-Intek,Weapon,1,1
Weapon_Laser_SmallLaser_2-Magna,Weapon,1,1
Weapon_Laser_SmallLaser_3-Intek,Weapon,1,1
